geoid,latitude,longitude,system_name,system_type,sample_date,pfhxs_result,pfna_result,hfpoda_result,pfbs_result,hazard_index
26089,44.93987731276798,-85.65789467204759,Leelanau Fruit Company,INDUS,2019/07/22 00:00:00+00,0,0,0,0,0
26137,44.9541526899297,-84.65062029360276,Fairway Lake Condominiums,MUN,2018/08/14 00:00:00+00,0,0,0,0,0
26009,44.95746345962434,-84.9686258809349,Alba Elementary School,SCH,2018/09/06 00:00:00+00,0,0,0,0,0
26009,44.959180584659734,-85.1806540881389,MANCELONA AREA WATER AND SEWER AUTHORITY,MUN,2022/07/12 00:00:00+00,2.6,0,0,0,0.26
26009,44.959891960119414,-85.28667399347529,Sunset Torch Association,MUN,2018/09/06 00:00:00+00,0,0,0,0,0
NA,44.96050513896856,-85.39269707828981,NORTHSHORE DOCK LLC,MUN,2021/09/21 09:30:00+00,0,0,0,0,0
26089,44.96143669191454,-85.60475072568697,Suttons Bay Dental Center,MEDCAR,2019/07/22 00:00:00+00,0,0,0,0,0
26089,44.96175496475241,-85.71078025579652,ST MARYS ELEM & HIGH SCHOOL,MUN,2020/11/16 00:00:00+00,3,0,0,2,0.301
26089,44.96209625480195,-85.92284213995772,Camp Leelanau Kohahna #2,CHLCMP,2019/05/30 00:00:00+00,0,0,0,0,0
26137,44.97649218615194,-84.70312894831237,Beaver Creek Resort,MUN,2018/08/14 00:00:00+00,0,0,0,0,0
26009,44.98127807267929,-85.23337423067102,"Bellaire, Village of",MUN,2018/08/15 00:00:00+00,0,0,0,0,0
26089,44.98333884977346,-85.65763585136307,"Suttons Bay, Village of",MUN,2018/09/05 00:00:00+00,0,0,0,0,0
26119,44.990120791655436,-84.11932790482999,Atlanta Jr-Sr High Sch,SCH,2018/10/30 00:00:00+00,0,0,0,0,0
26137,44.99490470271165,-84.43747010639541,Johannesburg-Lewiston Area Schools,SCH,2018/08/14 00:00:00+00,0,0,0,0,0
26007,45.00301238899127,-83.64138164786459,Wilson Community School,SCH,2018/10/29 00:00:00+00,0,0,0,0,0
26089,45.00521647169487,-85.71056125269696,Leelanau Co Law Enforcement Center,MUN,2018/09/05 00:00:00+00,0,0,0,0,0
26119,45.012700672221655,-84.17165757867377,Briley Township,MUN,2018/10/30 00:00:00+00,0,0,0,0,0
26137,45.01869190327766,-84.59603724971882,Treetops The Lodge,MOTEL,2019/07/25 00:00:00+00,0,0,0,0,0
26137,45.0199448039704,-84.7021499672276,"Gaylord, City of",MUN,2018/08/13 00:00:00+00,2,0,0,0,0.2
26009,45.02540031502733,-85.33893612546392,Cedar Hollow Condominiums,MUN,2018/09/05 00:00:00+00,0,0,0,0,0
26089,45.026800032287376,-85.65737656600699,Grand Traverse Band of Ottawa And Chippewa - East Bay Water,TRB,2018/09/21 00:00:00+00,0,0,0,0,0
NA,45.02706950491579,-85.76352694298018,Leland Public School District 2,SCH,2019/09/23 00:00:00+00,39,0,0,3,3.9015
26137,45.04105632559668,-84.64858260089304,"Duski Dentistry, PLC",MEDCAR,2019/07/25 00:00:00+00,0,0,0,0,0
NA,45.04187798761103,-83.42741057049831,"Alpena, City of",MUN,2021/01/28 00:00:00+00,0,0,0,0,0
26137,45.04226097932419,-84.75473836197091,Glen Meadows Condominiums,MUN,2018/08/14 00:00:00+00,0,0,0,0,0
26009,45.046810293137916,-85.28559474065398,Camp Hayo,CHLCMP,2019/05/31 00:00:00+00,0,0,0,0,0
26137,45.06455323979889,-84.80736770372627,Lost Valley Bible Camp,CHLCMP,2019/06/04 00:00:00+00,0,0,0,0,0
26009,45.065611284745785,-84.91357208015924,East Jordan Foundry,INDUS,2019/07/25 00:00:00+00,0,0,0,0,0
26009,45.06819513340935,-85.23221380540464,"Central Lake, Village of",MUN,2018/09/05 00:00:00+00,0,0,0,0,0
26009,45.06885946564671,-85.33843551894235,Bay Harbor Club,MUN,2018/09/05 00:00:00+00,0,0,0,0,0
26119,45.0733158945487,-83.90411922900515,"Hillman, Village of",MUN,2018/10/30 00:00:00+00,0,0,0,0,0
26009,45.09026883536888,-85.28505348523626,"Central Lake, Village of",MUN,2018/09/05 00:00:00+00,0,0,0,0,0
26137,45.105592283201396,-84.59391323715514,Treetops Resort (Treetops North),MUN,2018/08/14 00:00:00+00,0,0,0,0,0
26009,45.11088919309634,-85.1253333494813,"East Jordan, City of",MUN,2018/08/31 00:00:00+00,0,0,0,0,0
26109,45.124390194936275,-87.62392867418839,Menominee,MUN,2019/04/30 00:00:00+00,0,0,0,0,0
26137,45.12795787478942,-84.64653640598809,VANDERBILT SCHOOL,MUN,2021/03/02 00:00:00+00,0,0,0,4,0.002
NA,45.135279205293955,-85.60355096517678,"Northport, Village of",MUN,2018/09/05 00:00:00+00,4,0,0,0,0.4
NA,45.1468588556615,-87.57138173806734,Menominee,MUN,2021/01/20 00:00:00+00,0,0,0,0,0
26029,45.15251984535658,-84.9119247924003,"Boyne Falls, Village of",MUN,2018/09/04 00:00:00+00,0,0,0,0,0
26029,45.154345648551796,-85.12466967592931,East Jordan Plastics,INDUS,2019/07/24 00:00:00+00,0,0,0,0,0
26009,45.1551104818098,-85.23104863804078,"Ellsworth, Village of",MUN,2018/09/05 00:00:00+00,0,0,0,0,0
NA,45.15681204700943,-85.55020534864755,Northport Point Cottage Owners Association,MUN,2021/01/18 00:00:00+00,0,0,0,0,0
26109,45.16783365889307,-87.62516775456339,Menominee Headstart,DAYCARE,2018/11/28 00:00:00+00,0,0,0,0,0
26137,45.1714078573771,-84.64551007441514,Mec Plant #9,INDUS,2019/07/24 00:00:00+00,0,0,0,0,0
26007,45.17214354317395,-83.42157899812362,Hinks School,SCH,2018/10/29 00:00:00+00,0,0,0,0,0
26029,45.174740463490174,-84.96471644359796,Boyne Falls Public School,SCH,2018/09/04 00:00:00+00,0,0,0,0,0
26137,45.193750130413214,-84.69821355895509,Ell-Tron Manufacturing Co,INDUS,2019/07/25 00:00:00+00,0,0,0,0,0
26007,45.195036966619746,-83.47378668434405,Lakeshore Estates MHP,MUN,2018/10/29 00:00:00+00,0,0,0,0,0
26029,45.19693693034599,-85.0175492070142,"Boyne City, City of",MUN,2018/08/31 00:00:00+00,0,0,0,0,0
26029,45.216068436783964,-84.75095835268364,Camp Lake Louise,CHLCMP,2019/06/04 00:00:00+00,0,0,0,0,0
26029,45.21819443917096,-84.96392964357283,"INDUSTRIAL MAGNETICS, INC.",MUN,2022/03/15 11:15:00+00,0,0,0,29,0.0145
26029,45.21910919315757,-85.07042310004569,Sommerset Pointe Condominiums,MUN,2018/09/04 00:00:00+00,0,0,0,0,0
26029,45.21992503794601,-85.17692106418535,Villa Nouva Association,MUN,2018/09/04 00:00:00+00,0,0,0,0,0
26029,45.24039130285551,-85.01680194577092,"Boyne City, City of",MUN,2018/08/31 00:00:00+00,0,0,0,0,0
26029,45.2426919166814,-85.33642281352526,Islandview Home Owners Association,MUN,2018/08/30 00:00:00+00,0,0,0,0,0
26141,45.24295249793676,-83.68479553790593,"Posen, Village of",MUN,2018/10/31 00:00:00+00,0,0,0,0,0
26029,45.260632936243965,-84.85657194505974,"Melrose-Chandler Water, LLC",MUN,2018/09/04 00:00:00+00,0,0,0,0,0
26029,45.26164793040139,-84.96314116662508,Walloon Lake Water System,MUN,2018/08/29 00:00:00+00,0,0,0,14,0.007
26029,45.26338089494589,-85.17629433799407,Hemingway Pointe Club Owners Association,MUN,2018/08/30 00:00:00+00,0,0,0,0,0
26029,45.264098751296416,-85.28287723840262,Charlevoix High School,SCH,2018/09/04 00:00:00+00,0,0,0,0,0
26031,45.27938657277017,-84.5896381901221,Wolverine Elementary School,SCH,2018/09/14 00:00:00+00,0,0,0,0,0
26029,45.2828790239529,-84.90944077914807,Bear River Health,MOTEL,2019/08/16 00:00:00+00,0,0,0,0,0
26029,45.28384519801562,-85.01605308564687,Camp Michigania,CHLCMP,2019/05/31 00:00:00+00,0,0,0,0,0
26029,45.28548022881844,-85.22929171710929,Acat Global / Oliver,INDUS,2019/07/24 00:00:00+00,0,0,0,0,0
26029,45.2861489726073,-85.3359169903657,Northern Explorers Child Daycare Center,DAYCARE,2018/12/10 00:00:00+00,0,0,0,0,0
26141,45.29048639925257,-83.89616669234208,Bethel Youth Camp,CHLCMP,2019/06/05 00:00:00+00,0,0,0,0,0
NA,45.302402298584234,-83.41570987725245,Lafarge Presque Isle Quarry,INDUS,2019/06/05 00:00:00+00,0,0,0,0,0
26029,45.30601820838157,-85.06900632574654,Horton Bay Club,MUN,2018/08/31 00:00:00+00,0,0,0,0,0
26029,45.30755514787556,-85.28233029197139,CHARLEVOIX TOWNSHIP,MUN,2022/05/19 00:00:00+00,0,2.1,0,0,0.21000000000000002
26141,45.315026134648186,-84.05530148381014,"Millersburg, Village of",MUN,2018/10/31 00:00:00+00,0,0,0,0,0
26141,45.32529950472383,-83.46803141236478,Camp Chickagami,CHLCMP,2019/06/05 00:00:00+00,0,0,0,0,0
26047,45.327298612086146,-85.01530260951475,Camp Daggett,CHLCMP,2019/05/31 00:00:00+00,0,0,0,0,0
26029,45.328935922319396,-85.22870356752726,Charlevoix Township,MUN,2018/08/30 00:00:00+00,0,0,0,0,0
26141,45.33934752331013,-84.21457813025455,"Onaway, City of",MUN,2018/10/31 00:00:00+00,0,0,0,0,0
26109,45.34160636771811,-87.63015125174238,ADVANCED BLENDING SOLUTIONS,MUN,2022/10/03 00:00:00+00,0,0,0,2,0.001
26047,45.348553445477215,-84.96155911011165,Bear Creek Estates Condominium,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26047,45.349472006153015,-85.06829564213855,Bay Shore Estates,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26029,45.35029124477752,-85.17503683423112,A.L.P. Lighting Components,INDUS,2019/07/24 00:00:00+00,0,0,0,0,0
26141,45.35258468063543,-83.73373193294313,"Cadillac Products, Inc.",INDUS,2019/06/06 00:00:00+00,0,0,0,0,0
26031,45.36188611029555,-84.2672613880783,Thunder Bay Community Health Services,MEDCAR,2019/06/05 00:00:00+00,0,0,0,0,0
26031,45.364914685498185,-84.48073727209436,Tube Fab/Roman Engineering,INDUS,2019/06/05 00:00:00+00,0,0,0,0,0
26047,45.36978265679432,-84.90777584421703,PETOSKEY PLASTICS,MUN,2022/12/09 10:30:00+00,0,0,0,12,0.006
NA,45.37075154124446,-85.01455050078866,Cecil Farms,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
NA,45.37162106329773,-85.1213301078347,Lake Michigan Heights,MUN,2018/08/30 00:00:00+00,0,0,0,0,0
26031,45.388649691639756,-84.64034532959536,Burt View Association,MUN,2018/09/14 00:00:00+00,0,0,0,0,0
26047,45.39098619453863,-84.85395282963323,Chalet Estates Mobile Home Park,MUN,2018/08/29 00:00:00+00,0,0,0,0,0
NA,45.3920054611789,-84.9607654964714,City of Petoskey,MUN,2018/08/21 00:00:00+00,0,0,0,0,0
26141,45.39807207478061,-83.83877099588227,Rogers City Baptist Church,SCH,2018/10/31 00:00:00+00,0,0,0,0,0
26031,45.40532598438193,-84.26593872605488,UAW FAMILY EDUCATION CTR,MUN,2021/01/13 08:29:59+00,0,0,0,0,0
26031,45.40972650674131,-84.58640766472163,Indian River Medical Clinic,MEDCAR,2019/06/04 00:00:00+00,0,0,0,0,0
26031,45.41099491741802,-84.69324558011952,Camp Algonquian,CHLCMP,2019/06/04 00:00:00+00,0,0,0,0,0
26047,45.41323371513214,-84.90694064724863,LITTLE TRAVERSE TOWNSHIP,MUN,2020/11/30 00:00:00+00,0,0,9.7,0,0.97
NA,45.41420398100056,-85.01379674157538,"Harbor Springs, City of",MUN,2018/08/28 00:00:00+00,0,0,0,0,0
NA,45.41876796634553,-83.78454169603123,O-N Minerals (MI) / Dba Carmeuse Lime,INDUS,2019/06/06 00:00:00+00,0,0,0,0,0
26109,45.428491982655494,-87.63265923443402,Stephenson,MUN,2018/08/21 00:00:00+00,0,0,0,0,0
26047,45.43443625119756,-84.85307596897907,Conway Commons Mobile Home Park,MUN,2018/08/22 00:00:00+00,0,0,0,0,0
26047,45.43545697739678,-84.95997013623628,"HARBOR SPRINGS, CITY OF",MUN,2021/01/12 00:00:00+00,0,0,0,2,0.001
NA,45.44150104924987,-83.83712097660488,"Rogers City, City of",MUN,2018/10/31 00:00:00+00,0,0,0,0,0
26031,45.45317202886082,-84.58532610442387,Orthosport Physical Therapy,MEDCAR,2019/06/05 00:00:00+00,0,0,0,0,0
26031,45.454442252781966,-84.6922454701667,NORTHERN MICHIGAN BAPTIST BIBLE CHURCH,MUN,2021/01/28 09:00:00+00,0,0,0,3,0.0015
26047,45.455613018106014,-84.7991714798886,Alanson Estates Mobile Home Park,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26047,45.45668426334485,-84.9061036057038,Hamlet Village Condominiums Association,MUN,2018/08/29 00:00:00+00,0,0,0,0,0
26047,45.45765592828999,-85.01304131532146,Birchwood Farms,MUN,2018/08/21 00:00:00+00,0,0,0,0,0
26141,45.46794451656197,-84.10356049470484,Ocqueoc Outdoor Rec Center,CHLCMP,2019/06/06 00:00:00+00,0,0,0,0,0
26031,45.47554258268782,-84.63826364031125,Sunset Beach Association,MUN,2018/10/26 00:00:00+00,0,0,0,0,0
26047,45.477885787241526,-84.85219716706264,Homestead Pines Homeowners' Association,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26047,45.478907990214196,-84.95917301149596,Boyne Highlands Resort,MUN,2018/08/29 00:00:00+00,0,0,0,0,0
26031,45.49377433414402,-84.37026239302743,MACKINAC ISLAND,MUN,2020/10/16 00:00:00+00,0,0,0,0,0
26047,45.50013429754402,-84.90526470282644,TROUT CREEK CONDOMINIUMS,MUN,2021/03/09 00:00:00+00,5,0,0,2,0.501
26031,45.516243042798585,-84.42315024547598,ST IGNACE,MUN,2021/01/12 00:00:00+00,0,0,0,0,0
26047,45.52235849569397,-84.95837410432874,Boynaire Landowners Association,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26031,45.537214602291776,-84.3690125982306,Camp Walden,CHLCMP,2019/06/06 00:00:00+00,0,0,0,0,0
26047,45.54250944100964,-84.79732814090818,LITTLE TRAVERSE BAY HEAD START,MUN,2021/03/10 00:00:00+00,347,0,0,41,34.7205
26031,45.56110851532412,-84.52905252784086,Cheboygan Area Schools Admin. Bldg.,SCH,2018/09/14 00:00:00+00,0,0,0,0,0
NA,45.570476366157756,-86.13635232176632,Manistique,MUN,2021/01/20 00:00:00+00,0,0,0,0,0
26047,45.58595684510966,-84.79640336815524,PELLSTON REGIONAL AIRPORT,MUN,2020/12/16 10:30:00+00,0,0,0,0,0
26109,45.60375192781038,-87.53050975913261,Carney-Nadeau TWP Water Dept,MUN,2018/08/21 00:00:00+00,0,0,0,0,0
26031,45.62557079100782,-84.47373622579265,Cheboygan Family Dentistry,MEDCAR,2019/06/06 00:00:00+00,0,0,0,0,0
NA,45.66901139147789,-84.47256023631738,"Cheboygan, City of",MUN,2018/09/13 00:00:00+00,0,0,0,0,0
26041,45.67334635599596,-87.15660448068938,Ford River Township,MUN,2018/08/21 00:00:00+00,0,0,0,0,0
26109,45.69063979107223,-87.53288321189608,Powers-Spalding Twp Water Dept,MUN,2018/08/22 00:00:00+00,0,0,0,0,0
26041,45.69332405069258,-87.31813259225618,Bark River-Harris Schools,SCH,2018/08/21 00:00:00+00,0,0,0,0,0
26109,45.71162672297042,-87.58718219896119,Hermansville Housing Comm.,MUN,2018/08/22 00:00:00+00,0,0,0,0,0
NA,45.713833100226,-84.57878584649373,Point Nipigon Resort,MUN,2018/09/13 00:00:00+00,0,0,0,0,0
26041,45.73796277161717,-87.21168715317206,Hyde Properties,DAYCARE,2018/11/28 00:00:00+00,0,0,0,0,0
NA,45.74325156739375,-85.49177458481678,Beaver Island Community School,SCH,2018/09/07 00:00:00+00,0,0,0,0,0
NA,45.76128511079127,-87.05088126634294,Escanaba,MUN,2021/01/20 00:00:00+00,0,0,0,0,0
26043,45.77272727909523,-87.85783778259992,Norway,MUN,2018/08/22 00:00:00+00,0,0,0,0,0
26047,45.78088399729655,-84.73844337903577,"Mackinaw City, Village of",MUN,2018/09/13 00:00:00+00,0,0,0,0,0
26041,45.782502683230575,-87.10507054981748,Country Schoolhouse Day Care,DAYCARE,2018/11/28 00:00:00+00,0,0,0,0,0
26041,45.78643673311698,-86.56721248024417,Garden,MUN,2018/08/20 00:00:00+00,0,0,0,0,0
55037,45.78974320453092,-88.1274138321613,Kingsford,MUN,2018/08/22 00:00:00+00,0,0,0,0,0
26043,45.79170069675333,-88.01988008387285,White Birch Mobile Home Village,MUN,2018/08/22 00:00:00+00,0,0,0,2,0.001
26043,45.79355628395082,-87.91233646169835,"NORWAY SPRINGS, INC",MUN,2021/08/18 14:45:00+00,0,0,0,0,0
NA,45.804735448917945,-87.0516980803281,Verso Escanaba LLC,INDUS,2019/07/02 00:00:00+00,0,0,0,0,0
26043,45.81435860880037,-87.96687560600695,Quinnesec,MUN,2018/08/22 00:00:00+00,0,0,0,0,0
26041,45.82595228266968,-87.10593013620384,Verso Escanaba LLC,INDUS,2019/07/02 00:00:00+00,0,0,0,0,0
26041,45.826943348311715,-86.99828284232748,Gladstone,MUN,2019/10/03 00:00:00+00,3,0,0,0,0.3
55037,45.83317415145509,-88.12907311454212,KINGSFORD,MUN,2022/08/29 00:00:00+00,5,0,0,0,0.5
NA,45.84415570621839,-84.57548212273363,Mackinac Island,MUN,2021/01/22 00:00:00+00,0,0,0,0,0
NA,45.845443069386555,-84.68314254206955,St Ignace,MUN,2021/01/19 00:00:00+00,0,0,0,0,0
26041,45.85070264539257,-86.72942898083863,Nahma Township,MUN,2018/08/20 00:00:00+00,0,0,0,0,0
26041,45.85187224057451,-86.51402015009397,Big Bay De Noc School Dist,SCH,2018/08/20 00:00:00+00,0,0,0,0,0
26043,45.855883011660296,-88.07607530626358,Iron Mountain,MUN,2018/08/22 00:00:00+00,2,0,0,0,0.2
26097,45.867770364799675,-84.73648502165786,St Ignace,MUN,2019/04/26 00:00:00+00,0,0,0,0,0
NA,45.86890752853484,-84.8441976148077,Moran Township Schools,SCH,2018/09/10 00:00:00+00,0,0,0,0,0
26041,45.91473569217073,-86.8920186233999,Delta-Menominee,SCH,2018/08/20 00:00:00+00,0,0,0,0,0
26041,45.93602804316906,-86.94629813433296,Masonville Township,MUN,2018/08/20 00:00:00+00,0,0,0,0,0
26153,45.96139905876199,-86.24522198791558,Manistique,MUN,2019/05/01 00:00:00+00,0,0,0,0,0
26153,45.98322812250285,-86.19133549737649,Manistique - Cws,TRB,2018/11/28 00:00:00+00,0,0,0,0,0
26153,45.98330577468177,-85.86744664211331,NA,MUN,2021/02/02 10:20:00+00,0,0,0,0,0
26097,45.99406062670506,-84.40968472880009,O-N Minerals (MI) Co. Dba Carmeuse,INDUS,2019/08/08 00:00:00+00,0,0,0,0,0
26041,45.99974835814356,-87.10938568146993,Mid-Peninsula School,SCH,2018/08/21 00:00:00+00,0,0,0,0,0
26033,46.00801498501812,-83.92326031322997,Detour,MUN,2021/01/19 00:00:00+00,0,0,0,0,0
26097,46.015016253244234,-84.35507658164985,Cedar Cove Manor,ADFSTC,2019/08/08 00:00:00+00,0,0,0,0,0
26071,46.02090291948644,-88.51449334532877,Stambaugh Township-Indian Lake,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
NA,46.02668220196661,-83.76050186103335,Drummond Island Apartments,MUN,2018/09/11 00:00:00+00,0,0,0,0,0
26043,46.0296104944898,-88.0825846582949,Louisiana-Pacific,INDUS,2019/08/08 00:00:00+00,0,0,0,0,0
26043,46.03153057033824,-87.97458083813218,North Dickinson School,SCH,2018/08/24 00:00:00+00,0,0,0,0,0
26097,46.03594524169709,-84.30042808124446,O-N Minerals (MI) Co. Dba Carmeuse,INDUS,2019/08/08 00:00:00+00,0,0,0,0,0
26071,46.04607335462937,-88.35347267106161,Alpha,MUN,2018/08/24 00:00:00+00,0,0,0,0,0
26097,46.05994906465922,-84.46185388547958,Hessel - CWS,TRB,2018/11/29 00:00:00+00,0,0,0,0,0
26071,46.06188635999817,-88.62450274547864,Caspian,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26041,46.06438371331219,-87.16474268692025,Maple Ridge Township,MUN,2018/08/20 00:00:00+00,0,0,0,0,0
26071,46.07974400397528,-88.78762421244909,Stambaugh TWP.-Hagerman Lake,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26071,46.08233706009029,-88.6795681844682,Iron River Township-Nash,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26071,46.08482709170423,-88.57149898062049,Bates Township,MUN,2018/08/24 00:00:00+00,0,0,0,0,0
26071,46.10530352323219,-88.62656871885191,Iron River,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26071,46.11008063367701,-88.41031979670346,Crystal Falls Township - Lind,MUN,2018/08/24 00:00:00+00,0,0,0,0,0
26071,46.1123145967993,-88.30217739901627,CRYSTAL FALLS SPRING,MUN,2021/04/27 12:30:00+00,0,0,0,0,0
26097,46.112819871654615,-85.54249187197206,Engadine School,SCH,2018/09/10 00:00:00+00,0,0,0,0,0
26071,46.1257525586488,-88.68167904385739,Iron River Township-Ryden Road,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26071,46.12824579383244,-88.57352436725095,Bates Township,MUN,2018/08/24 00:00:00+00,0,0,0,0,0
26033,46.145312238341866,-84.35121376259563,Alcona Health Center,MEDCAR,2019/08/08 00:00:00+00,0,0,0,0,0
26071,46.14617414375884,-88.7368299567483,Iron River Township-Beechwood,MUN,2018/08/23 00:00:00+00,0,0,0,0,0
26003,46.19672688395932,-86.950752073378,Mathias Township,MUN,2018/08/16 00:00:00+00,0,0,0,0,0
26097,46.200386871330906,-85.75853117541429,Mack. Co.  Housing-Curtis,MUN,2018/09/10 00:00:00+00,0,0,0,0,0
26033,46.21403845453159,-84.6201801886305,Rudyard Township,MUN,2018/09/11 00:00:00+00,0,0,0,0,0
26071,46.217479071700375,-88.46924895611171,Crystal Falls TWP - Townline,MUN,2018/08/24 00:00:00+00,0,0,0,0,0
26071,46.2219611437881,-88.2525358031855,L'ANSE,MUN,2021/01/18 00:00:00+00,0,0,0,0,0
26033,46.25465585565478,-84.40219320157144,Maplewood Baptist Academy,SCH,2018/09/12 00:00:00+00,0,0,0,0,0
26103,46.25680867288172,-87.44007712477882,Forsyth Township,MUN,2018/08/15 00:00:00+00,0,0,0,0,0
26003,46.263132982183414,-86.78911782095858,Camp Hiawatha,CHLCMP,2019/06/06 00:00:00+00,0,0,0,0,0
26053,46.26515322303508,-89.17697929549841,Lac Vieux Desert Band of Lake Superior Chippewa-Waters Meet,TRB,2018/08/23 00:00:00+00,0,0,0,0,0
26153,46.26579564461881,-85.92101126179213,Germfask Township,MUN,2018/08/17 00:00:00+00,0,0,0,0,0
26033,46.2771144004693,-84.45580709806411,Kinross Township,MUN,2018/09/12 00:00:00+00,40,0,0,0,4
26103,46.27919942726217,-87.38638426572187,Camp Pow Low,CHLCMP,2019/06/04 00:00:00+00,0,0,0,0,0
26053,46.29211978373019,-89.7216400832998,Ojibway Correctional Facility,MUN,2018/08/01 00:00:00+00,0,0,0,0,0
26095,46.308108137560325,-85.48656281752142,Newberry Correctional Facility,MUN,2018/08/17 00:00:00+00,0,0,0,0,0
26033,46.3174141324572,-84.23746086932273,SAULT STE MARIE,MUN,2020/11/30 00:00:00+00,0,0,0,0,0
26103,46.322642906699,-87.3874784486462,KI Sawyer,MUN,2020/10/14 00:00:00+00,9,0,0,12,0.906
26003,46.32707257761317,-86.95299777566257,Chatham,MUN,2018/08/16 00:00:00+00,0,0,0,0,0
26095,46.33006417594391,-85.54067544172514,Newberry Water & Light,MUN,2018/08/17 00:00:00+00,0,0,0,0,0
26103,46.34500912350969,-87.33369948288495,KI Sawyer,MUN,2018/08/15 00:00:00+00,0,0,0,0,0
26103,46.346220612385594,-87.22504132564595,Skandia-W Branch Water Dept,MUN,2018/08/15 00:00:00+00,0,0,0,0,0
26003,46.34923423291682,-86.8990363155885,Chatham,MUN,2018/08/16 00:00:00+00,0,0,0,0,0
26095,46.3515552907573,-85.48615402889281,Louisiana-Pacific Corporation,INDUS,2019/08/07 00:00:00+00,0,0,0,0,0
26153,46.35269644152505,-85.92087969524385,Seney Township,MUN,2018/08/17 00:00:00+00,0,0,0,0,0
26003,46.37275970533861,-86.62758546934947,Munising Baptist School,SCH,2018/08/16 00:00:00+00,0,0,0,0,0
26003,46.37329930246208,-86.51885886987674,TIMBER PRODUCTS CO.,MUN,2021/09/27 09:10:00+00,0,0,0,0,0
26053,46.37887531605237,-89.72755961788262,Marenisco Township,MUN,2018/08/01 00:00:00+00,0,0,0,0,0
26103,46.37899783980484,-87.98707438389371,Republic Township,MUN,2018/08/14 00:00:00+00,0,0,0,0,0
26033,46.384944500530075,-84.398406722760555,Lake Superior Academy,SCH,2018/09/12 00:00:00+00,0,0,0,0,0
26003,46.394175912680566,-86.68221619100233,Munising,MUN,2018/08/16 00:00:00+00,0,0,0,0,0
26033,46.40588606604331,-84.34340448913856,SOO TWP SCHOOL/MALCOLM HS,MUN,2022/12/06 00:00:00+00,0,5,0,19,0.5095
26033,46.40882292434285,-84.56089203413335,Superior Township,MUN,2018/09/13 00:00:00+00,0,0,0,0,0
26103,46.409529149482964,-87.38967314291627,553 Mobile Estates,MUN,2018/08/16 00:00:00+00,0,0,0,0,0
26003,46.41620939387203,-86.628079041847,Munising,MUN,2018/08/16 00:00:00+00,0,0,0,0,0
26061,46.429658412949344,-88.69657803525209,Nesbit Lake Org Camp (USFS),CHLCMP,2019/06/04 00:00:00+00,0,0,0,0,0
26033,46.43120949238228,-84.6147203741257,Bay Mills - CWS,TRB,2018/10/25 00:00:00+00,0,0,0,0,0
26033,46.44931263934604,-84.34209185019878,Hiawatha Behavioral Health,MEDCAR,2019/06/28 00:00:00+00,0,0,0,0,0
26103,46.450126702797085,-87.60849728324258,TILDEN MINING COMPANY,MUN,2021/12/15 10:30:00+00,11,34,0,2,4.501
26103,46.45423862606295,-87.28190212032075,Marquette County Corrections Center,MUN,2018/08/15 00:00:00+00,0,0,0,0,0
26013,46.459719028614245,-88.31679050216997,BARAGA,MUN,2021/01/11 00:00:00+00,0,0,0,0,0
26131,46.46489153382059,-89.02517848202481,Interior Township,MUN,2018/08/01 00:00:00+00,0,0,0,0,0
26103,46.467702640863465,-87.88135600706525,Lundin Mining,INDUS,2019/08/12 00:00:00+00,0,0,0,0,0
26103,46.46943820488169,-87.77247380472814,Ely Township-Greenwood,MUN,2018/08/14 00:00:00+00,0,0,0,0,0
26103,46.47106968370191,-87.66358332378456,Tilden Township,MUN,2018/08/14 00:00:00+00,0,0,0,0,0
26033,46.471800202537906,-84.39586693270967,Sault Ste Marie,MUN,2019/05/01 00:00:00+00,0,0,0,0,0
26061,46.47307311543607,-88.69872402965538,TILDEN TOWNSHIP,MUN,2020/11/19 00:00:00+00,0,0,0,0,0
26103,46.47402049607737,-87.4457798250889,LAKE SUPERIOR CHRISTIAN CHURCH,MUN,2021/12/09 00:00:00+00,0,0,0,0,0
26103,46.475339889195546,-87.3368679584237,CHOCOLAY CHILDREN'S CENTER,MUN,2021/04/21 09:30:00+00,1,0,0,3,0.1015
26103,46.476555314726184,-87.22795011560221,Keweenaw Bay Indian Community - Kawbawgam Road,TRB,2018/08/16 00:00:00+00,0,0,0,0,0
26003,46.478674398164266,-87.0100987978443,Autrain-Onota Public School,SCH,2018/08/16 00:00:00+00,0,0,0,0,0
26103,46.48851253759112,-87.93656278128584,LUNDIN MINING-HUMBOLDT MILL,MUN,2020/12/17 00:00:00+00,0,0,0,0,0
26103,46.491985693588674,-87.71871153720251,Ishpeming TWP - West,MUN,2018/08/14 00:00:00+00,0,0,0,0,0
