geoid,longitude,latitude,facility,county,address,city,zip_code,type,residential_wells_sampled,site_lead,site_lead_email,site_lead_phone,hyperlink,location,military,facility_date,site_background,drinking_water_information,anticipated_activities
26077,-85.714938,42.283493,West KL Avenue Landfill,Kalamazoo County,8606 West KL Avenue,Kalamazoo,49009,Landfill,No,Wally Wagaw,WagawW@Michigan.gov,517-648-1540,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/west-kl-avenue-landfill,Oshtemo Township,No,2020/03/12 00:00:00+00,NA,NA,NA
26021,-86.43755178,42.10381271,Harbor Plating,Berrien County,724 South Fair Street,Benton Harbor,49022,Plating,No,"Pablo Mora
","MoraP@Michigan.gov
","269-910-0136
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/harbor-plating,Benton Harbor,No,2020/03/12 00:00:00+00,NA,NA,NA
26099,-83.06694444,42.78813333,Walker Landfill,Macomb County,5001 31 Mile Road,Washington,48095,Landfill,No,Cynthia Paslawski,PaslawskiC@Michigan.gov,586-668-6433,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/walker-landfill,Washington Twp,No,2020/03/12 00:00:00+00,NA,NA,NA
26035,-84.813932,44.01308,City of Harrison Landfill Area,Clare County,Foote Drive,Harrison,48625,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/city-of-harrison-landfill-area,Harrison,No,2020/03/16 00:00:00+00,NA,NA,NA
26161,-83.5576311,42.4015226,"Advanced Disposal Services Arbor Hills Landfill, Inc.",Washtenaw County,Napier Road and Six Mile Road,Northville,48168,Landfill,Yes,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/arbor-hills-landfill,Salem Township,No,2020/03/31 00:00:00+00,NA,NA,NA
26149,-85.6475,41.7894,White Pigeon Paper Company,St. Joseph County,15781 River Street,White Pigeon,49099,Paper Manufacturing,Yes,Ray Spaulding,SpauldingR1@Michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/white-pigeon-paper-company,White Pigeon Township,No,2020/04/02 00:00:00+00,NA,NA,NA
26081,-85.70741,42.94680895,"Grand Rapids Water Resource Recovery Facility, Former Incinerator Ash Lagoon",Kent County,1300 Market Avenue SW,Grand Rapids,49503,Landfill,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/grand-rapids-water-resource-recovery-facility,Grand Rapids,No,2020/05/18 00:00:00+00,NA,NA,NA
26145,-83.976389,43.398889,Delphi Saginaw Division Plant 2,Saginaw County,1400 Holmes Street,Saginaw,48602,Industrial,No,Andrew Karg,KargA@Michigan.gov,989-891-6948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/delphi-saginaw-division-plant-2,Saginaw,No,2020/05/18 00:00:00+00,NA,NA,NA
26091,-83.992735,41.888357,Adrian Landfill Incorporated,Lenawee County,1970 Ogden Highway,Adrian,49221,Landfill,No,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lenawee-county/adrian-landfill-incorporated,Adrian,No,2020/05/26 00:00:00+00,NA,NA,NA
26163,-83.39523,42.265860000000004,US Ecology Romulus,Wayne County,36345 Van Born Road,Romulus,48174,Landfill,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/us-ecology-romulus,Romulus,No,2020/05/28 00:00:00+00,NA,NA,NA
26125,-83.096357,42.476531,Electro-Plating Services,Oakland County,945 East Ten Mile Road,Madison Heights,48071,Plating,No,Joseph DeGrazia,DeGraziaJ@Michigan.gov,586-291-0476,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/electro-plating-services,Madison Heights,No,2020/06/30 00:00:00+00,NA,NA,NA
26021,-86.284213,42.172354,Orchard Hill Landfill,Berrien County,3290 Hennesey Road,Watervliet,49098,Landfill,Yes,Nate Whitmyer,whitmyern@michigan.gov,"269-286-1451
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/orchard-hill-landfill,Watervliet,No,2020/07/20 00:00:00+00,NA,NA,NA
26101,-86.312859,44.217761,City of Manistee Former Landfill,Manistee County,Adamczak Rd,Manistee,49660,Landfill,Yes,Brandi Wheeler,WheelerB5@Michigan.gov,231-878-8066,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/manistee-county/city-of-manistee-former-landfill,Manistee,No,2020/07/09 00:00:00+00,NA,NA,NA
26125,-83.30565106,42.52805421,Franklin Village Area,Oakland County,Franklin Road between Evelyn Court and Vincennes Avenue/Ravine Dr,Franklin,48025,Unknown,Yes,Kimberly Ethridge,EthridgeK@Michigan.gov,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/franklin-village-area,Franklin,No,2020/07/16 00:00:00+00,NA,NA,NA
26163,-82.9647,42.36292,"Petro-Chem Processing Group of Nortru, LLC (Petro-Chem)",Wayne County,421 Lycaste Street,Detroit,48214,Industrial,No,Tianna Kilgore,KilgoreT@Michigan.gov,517-230-4395,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/petro-chem,Detroit,No,2020/07/28 00:00:00+00,NA,NA,NA
26105,-86.406107,43.942332,Ludington Wastewater Treatment Plant,Mason County,5160 West Sixth Street,Ludington,49431,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/ludington-wastewater-treatment-plant,Ludington,No,2020/07/29 00:00:00+00,NA,NA,NA
26077,-85.5205555,42.26391389,Aero-Motive Company,Kalamazoo County,5688 ML Avenue,Kalamazoo,49048,Industrial,Yes,Pablo Mora,MoraP@Michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/aero-motive-company,Kalamazoo,No,2020/08/03 00:00:00+00,NA,NA,NA
26081,-85.56422,43.21073,Cedar Springs Historic Wastewater Treatment Lagoons and Discharge Fields,Kent County,755 and 725 West Street,Cedar Springs,49319,Wastewater,Yes,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/cedar-springs-historic-wwtl-df,Kent,No,2020/08/03 00:00:00+00,NA,NA,NA
26153,-86.265288,46.090159,City of Manistique Landfill,Schoolcraft County,M-94,Manistique,49854,Landfill,No,Mary Ann St Antoine,StAntoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/city-of-manistique-landfill,Manistique,No,2020/08/03 00:00:00+00,NA,NA,NA
26163,-83.49307,42.11558,City Sand & Landfill Inc,Wayne County,46805 Willow Road,Belleville,48111,Landfill,N/A,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/city-sand-landfill-inc,Belleville,No,2020/08/03 00:00:00+00,NA,NA,NA
26125,-83.28953,42.68951,Collier Road Landfill,Oakland County,575 Collier Road,Pontiac,48340,Landfill,Yes,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/collier-road-landfill,Pontiac,No,2020/08/03 00:00:00+00,NA,NA,NA
26063,-83.050332,43.719038,Cove Landfill and Huron Landfill Property,Huron County,4151 McMillan Rd,Bad Axe,48413,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/huron-county/cove-landfill-and-huron-landfill-property,Bad Axe,No,2020/08/03 00:00:00+00,NA,NA,NA
26017,-83.869499,43.614978,Dow Chemical ITI Facility,Bay County,"Martin Street, East of H. S. Truman Parkway",Bay City,48706,Industrial,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/dow-chemical-iti-facility,Bay City,No,2020/08/03 00:00:00+00,NA,NA,NA
26045,-84.75045,42.64549,Eaton County Landfill,Eaton County,East Gresham Highway,Potterville,48876,Landfill,No,Evin Maguire,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/eaton-county-landfill,Potterville,No,2020/08/03 00:00:00+00,NA,NA,NA
26121,-86.22369,43.25353,Former Teledyne Vehicle Systems (TDY),Muskegon County,76 Getty Street,Muskegon,49442,Industrial,No,Evin Maguire,MaguireE@Michigan.gov,517-388-3535,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-teledyne-vehicle-systems,Muskegon,No,2020/08/03 00:00:00+00,NA,NA,NA
26089,-85.842367,44.786805,Glens Sanitary Landfill,Leelanau County,518 M-72 West,Maple City,49664,Landfill,No,James Staley,StaleyJ1@Michigan.gov,231-429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/leelanau-county/glens-sanitary-landfill,Traverse City,No,2020/08/03 00:00:00+00,NA,NA,NA
26017,-83.878214,43.606401,GM Powertrain Bay City,Bay County,100 Fitzgerald Street,Bay City,48708,Industrial,No,Jeremy Peppin,pepinj2@michigan.gov,517-219-2288,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/gm-powertrain,Bay City,No,2020/08/03 00:00:00+00,NA,NA,NA
26039,-84.677353,44.638987,Grayling Wastewater Treatment Facility Discharge Fields,Crawford County,Fort Rd,Grayling,49738,Wastewater,TBD,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/crawford-county/grayling-wastewater-treatment-facility-discharge-fields,Grayling,No,2020/08/03 00:00:00+00,NA,NA,NA
26015,-85.29745,42.681226,CES Landfill of Hastings,Barry County,1899 North M-43 Highway,Hastings,49058,Landfill,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/ces-landfill-of-hastings,Hastings,No,2020/08/03 00:00:00+00,NA,NA,NA
26125,-83.592446,42.650122,Hi-Mill Manufacturing Superfund Site,Oakland County,1704 Highland Road (M-59),Highland Charter Twp,48356,Industrial,No,Jason Harnick,HarnickJ1@Michigan.gov,517-599-7421,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/hi-mill-manufacturing-superfund-site,Highland Twp,No,2020/08/03 00:00:00+00,NA,NA,NA
26065,-84.56001524,42.70246877,Kent Cleaners,Ingham County,2911 South Washington Avenue,Lansing,48910,Laundromat/Dry Cleaner,No,Kim Sakowski,SakowskiK@Michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/kent-cleaners,Lansing,No,2020/08/03 00:00:00+00,NA,NA,NA
26075,-84.36471,42.152011,Liberty Environmentalists Landfill,Jackson County,7900 South Meridian Road,Clark Lake,49234,Landfill,No,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/liberty-environmentalists-landfill,Clarklake,No,2020/08/03 00:00:00+00,NA,NA,NA
26093,-83.982,42.626,Livingston County Airport,Livingston County,3399 County Airport Drive,Howell,48843,Airport,No,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-airport,Howell,No,2020/08/03 00:00:00+00,NA,NA,NA
26093,-83.9215,42.65182,Livingston County Landfill,Livingston County,E Barron Rd,Howell,48855,Landfill,Yes,Evin Maguire,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-landfill,Howell,No,2020/08/03 00:00:00+00,NA,NA,NA
26087,-83.27503,42.947836,Metamora Landfill Superfund Site,Lapeer County,1811 Dryden Road,Metamora,48455,Landfill,Yes,Erik Martinson,MartinsonE@Michigan.gov,517-285-3978,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lapeer-county/metamora-landfill-superfund-site,Metamora,No,2020/08/03 00:00:00+00,NA,NA,NA
26125,-83.656419,42.45773,"Michigan Seamless Tube, LLC",Oakland County,400 Mcmunn St,South Lyon,48178,Industrial,No,Joe Rogers,RogersJ5@Michigan.gov,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/michigan-seamless-tube-llc,South Lyon,No,2020/08/03 00:00:00+00,NA,NA,NA
26119,-84.12584,44.94109,Montmorency-Oscoda-Alpena Landfill,Montmorency County,6751 Landfill Road,Atlanta,49709,Landfill,No,John Ozoga,OzogaJ@Michigan.gov,231-429-1718,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montmorency-county/montmorency-oscoda-alpena-landfill,Atlanta,No,2020/08/03 00:00:00+00,NA,NA,NA
26121,-86.02556,43.25861,Muskegon County Wastewater Management System Metro Wastewater Treatment Plant,Muskegon County,698 North Maple Island Road,Muskegon,49442,Wastewater,TBD,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-county-wwms-metro-wwtp,Muskegon,No,2020/08/03 00:00:00+00,NA,NA,NA
26121,-86.333655,43.388554,Muskegon Chemical Company,Muskegon County,1725 Warner Street,Whitehall,49461,Industrial,No,Nicolas Dawson,DawsonN1@Michigan.gov,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-chemical-company,Whitehall,No,2020/08/03 00:00:00+00,NA,NA,NA
26125,-83.24783,42.70851,Oakland Heights Development Landfill,Oakland County,2350 Brown Road,Auburn Hills,48326,Landfill,Yes,Jim Bakun,BakunJ@Michigan.gov,586-753-3834,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/oakland-heights-development-landfill,Auburn Hills,No,2020/08/03 00:00:00+00,NA,NA,NA
26145,-83.870768,43.275145,Peoples Landfill,Saginaw County,4143 East Rathbun Road,Birch Run,48415,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/peoples-landfill,Birch Run,No,2020/08/03 00:00:00+00,NA,NA,NA
26125,-83.13177,42.46953,Reichhold East Area,Oakland County,3101 Bermuda,Ferndale,48220,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/reichhold-east-area,Ferndale,No,2020/08/03 00:00:00+00,NA,NA,NA
26145,-83.97338,43.400721,Saginaw Malleable Iron,Saginaw County,77 West Center Street,Saginaw,48602,Industrial,No,"Andrew Karg
",KargA@Michigan.gov,989-891-6948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/saginaw-malleable-iron,Saginaw,No,2020/08/03 00:00:00+00,NA,NA,NA
26099,-83.0682584,42.7784224,South Macomb Disposal Authority Landfill #11,Macomb County,65921 Mound Road,Washington,48095,Landfill,Yes,Jim Bakun,BakunJ@Michigan.gov,586-753-3834,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/south-macomb-disposal-authority-landfill-11-landfill,Washington Twp,No,2020/08/03 00:00:00+00,NA,NA,NA
26099,-82.909353,42.684108,South Macomb Disposal Authority Landfills 9/9A,Macomb County,24 Mile Road,Macomb Township,48042,Landfill,Yes,Samantha Belisle,BelisleS1@Michigan.gov,517-290-0686,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/south-macomb-disposal-authority-landfills-9-9a,Macomb Twp,No,2020/08/03 00:00:00+00,NA,NA,NA
26081,-85.675934,42.935709,Steele Avenue Area,Kent County,1500 Block of Steele Avenue SW,Grand Rapids,49507,Industrial,No,Brent Ritchie,Ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/steele-avenue-area,Grand Rapids,No,2020/08/03 00:00:00+00,NA,NA,NA
26149,-85.387928,41.804786,Sturgis City Landfill,St. Joseph County,US-12 and Big Hill Road,Sturgis,49091,Landfill,Yes,Pablo Mora,MoraP@Michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/sturgis-city-landfill,Sturgis,No,2020/08/03 00:00:00+00,NA,NA,NA
26151,-82.729143,43.436952,Tri-City Recycling and Disposal Facility - Messman Site,Sanilac County,426 North Ruth Road,Carsonville,48419,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/sanilac-county/tri-city-recycling-and-disposal-facility-messman-site,Carsonville,No,2020/08/03 00:00:00+00,NA,NA,NA
26155,-83.9801,42.98503,Venice Park Recycling Disposal Facility,Shiawassee County,9536 East Lennon Road,Lennon,48449,Landfill,No,Evin Maguire,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/venice-park-recycling-and-disposal-facility,Lennon,No,2020/08/03 00:00:00+00,NA,NA,NA
26163,-83.52123,42.22151,Wayne Disposal Site 1 Landfill,Wayne County,49350 North I-94 Service Drive,Belleville,48111,Landfill,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/wayne-disposal-site-1-landfill,Belleville,No,2020/08/03 00:00:00+00,NA,NA,NA
26161,-84.0240829,42.3564922,Werkner Road Landfill,Washtenaw County,8027 Werkner Road,Chelsea,48118,Landfill,Yes,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/werkner-road-landfill,Chelsea,No,2020/08/03 00:00:00+00,NA,NA,NA
26149,-85.679149,41.9231,Westside Recycling and Disposal Facility,St. Joseph County,14094 M-60 West,Three Rivers,49093,Landfill,Yes,"Nathan Whitmyer
",WhitmyerN@Michigan.gov,"269-286-1451
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/westside-recycling-and-disposal-facility,Three Rivers,No,2020/08/03 00:00:00+00,NA,NA,NA
26093,-83.725,42.574,Brighton Township Dump,Livingston County,Corlett Drive,Brighton Township,48114,Landfill,Yes,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/brighton-township-dump,Brighton Township,No,2020/08/03 00:00:00+00,NA,NA,NA
26045,-84.6719,42.5015,Eaton Rapids Municipal Landfill,Eaton County,Hogsback Rd,Eaton Rapids,48827,Landfill,Yes,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/eaton-rapids-municipal-landfill,Eaton Rapids,No,2020/08/04 00:00:00+00,NA,NA,NA
26021,-86.328737,41.809668,Southeast Berrien County Landfill Authority,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,Niles,No,2020/08/03 00:00:00+00,NA,NA,NA
26077,-85.555816,42.286211,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, King Highway Landfill (OU3)",Kalamazoo County,"Intersection of King Highway and Michigan Ave.
",Kalamazoo,49001,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-king-highway-landfill-ou3,Kalamazoo,No,2020/09/03 00:00:00+00,NA,NA,NA
26077,-85.544463,42.28237,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, Willow Boulevard/A-Site Landfill (OU2)",Kalamazoo County,Near the intersection of Lake Street and Olmstead Road,Kalamazoo Township,49048,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-willow-boulevard-landfill-ou2,Kalamazoo Township,No,2020/09/03 00:00:00+00,NA,NA,NA
26163,-83.168127,42.272948,Marathon Petroleum Company,Wayne County,1300 South Fort Street,Detroit,48217,Refinery,N/A,Eric Larson,LarsonE5@Michigan.gov,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/marathon-petroleum-company,Detroit,No,2020/09/09 00:00:00+00,NA,NA,NA
26077,-85.578781,42.270168,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, Allied Paper Landfill (OU1).",Kalamazoo County,268 East Alcott,Kalamazoo,49001,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-landfill-ou1,"Kalamazoo
",No,2020/09/03 00:00:00+00,NA,NA,NA
26109,-87.67548,45.220143,Great Lakes Pulp Company Landfill,Menominee County,7 1/2 Mile Road,Menominee,49858,Landfill,Yes,Mary Ann St Antoine,StAntoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/menominee-county/great-lakes-pulp-company-landfill,Menominee Township,No,2020/08/28 00:00:00+00,NA,NA,NA
26049,-83.672983,42.981133,Hemphill Road Industrial Land – RACER,Genesee County,Southeast corner of the South Saginaw Street and Hemphill Road,Burton,48529,Industrial,Yes,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-hemphill-road-industrial-land,Burton,No,2020/09/03 00:00:00+00,NA,NA,NA
26049,-83.67709,43.058784,Lockhart Chemical Company,Genesee County,4302 James P Cole Boulevard,Flint,48505,Industrial,No,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/lockhart-chemical-company,Flint,No,2020/09/03 00:00:00+00,NA,NA,NA
26049,-83.702846,43.012099,RACER Flint West,Genesee County,Northwest corner of Glenwood Avenue and Stevenson Street,Flint,48503,Industrial,No,Shaun Shields,ShieldS5@Michigan.gov,517-331-8950,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-flint-west,Flint,No,2020/09/03 00:00:00+00,NA,NA,NA
26093,-83.771,42.517,1279 Rickett Road,Livingston County,1279 Rickett Road,Brighton,48116,Industrial,Yes,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/1279-rickett-road,Brighton,No,2020/09/09 00:00:00+00,NA,NA,NA
26163,-83.1601,42.298628,Rouge Manufacturing Complex,Wayne County,3001 Miller Road,Dearborn,48126,Industrial,No,Jeremy Pepin,PepinJ2@Michigan.gov,517-219-2288,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/rouge-manufacturing-complex,Dearborn,No,2020/09/09 00:00:00+00,NA,NA,NA
26125,-83.09585,42.66429,Southeastern Oakland County Resource Recovery Authority (SOCRRA) Avon Landfill,Oakland County,1741 School Road,Rochester Hills,48307,Landfill,Yes,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/socrra,Rochester Hills,No,2020/11/09 00:00:00+00,NA,NA,NA
26081,-85.68485,42.94567,Former Keeler Brass – Godfrey Ave,Kent County,955 and 945 Godfrey Avenue SW,Grand Rapids,49503,Plating,No,Peter Van Heest,VanHeestP@Michigan.gov,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/former-keeler-brass-godfrey-ave,Grand Rapids,No,2020/11/13 00:00:00+00,NA,NA,NA
26163,-83.1461,42.22462,BASF – Northworks Wyandotte,Wayne County,1609 Biddle Avenue,Wyandotte,48192,Industrial,No,Marc Messina,MessinaM@Michigan.gov,517-219-2394,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/basf-northworks-wyandotte,Wyandotte,No,2020/11/24 00:00:00+00,NA,NA,NA
26039,-84.724621,44.679698,Grayling Army Airfield,Crawford County,Grayling Area,Grayling,94105,Military,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/crawford-county/grayling-army-airfield,Grayling,Yes,2017/11/03 00:00:00+00,NA,NA,NA
26047,-84.788719,45.570022,Pellston Regional Airport,Emmet County,1395 US-31,Pellston,49769,Airport,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/emmet-county/pellston-regional-airport,Pellston,No,2020/12/07 00:00:00+00,NA,NA,NA
26121,-86.19714388,43.30795864,Former Northside Landfill,Muskegon County,E. McMillan Road,Muskegon,49445,Landfill,Yes,Matthew Pfister,PfisterM@Michigan.gov,616-485-1861,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-northside-landfill,Dalton Township,No,2021/01/15 00:00:00+00,NA,NA,NA
26163,-83.5243,42.2378,"Willow Run Airport, Ypsilanti",Wayne and Washtenaw County,801 Willow Run Airport,Ypsilanti,48198,Airport,No,Eric Larson,LarsonE5@Michigan.gov,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/willow-run-airport,Ypsilanti,No,2021/02/03 00:00:00+00,NA,NA,NA
26117,-85.07697,43.28705,Former City of Stanton Landfill,Montcalm County,South end Grove Street,Stanton,48888,Landfill,Yes,Adam Donne,DonneA1@Michigan.gov,616-558-2070,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montcalm-county/former-city-of-stanton-landfill,Stanton,No,2021/02/11 00:00:00+00,NA,NA,NA
26077,-85.55206108,42.23512617,Kalamazoo/Battle Creek International Airport,Kalamazoo County,5235 Portage Road,Portage,49002,Airport,Yes,Megan Watikunas,WatikunasM@Michigan.gov,269-568-7733,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/kalamazoo-battle-creek-international-airport,Portage,No,2021/03/01 00:00:00+00,NA,NA,NA
26041,-87.0886,45.7183,Delta County Airport,Delta County,3300 Airport Road,Escanaba,49829,Airport,Yes,Elizabeth DeLiefde,DeLiefdeE@Michigan.gov,906-235-0002,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/delta-county/delta-county-airport,Escanaba,No,2021/03/18 00:00:00+00,NA,NA,NA
26159,-85.895489,42.211095,Paw Paw Plating,Van Buren  County,139 Commercial Street,Paw Paw,49079,Plating,No,Rachel Golota,golotar@michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/paw-paw-plating,Paw Paw,No,2021/03/22 00:00:00+00,NA,NA,NA
26153,-86.252333,45.985934,Zellar Residuals Management Area,Schoolcraft  County,Frankovich Road,Manistique,49854,Landfill,TBD,Mary Ann St Antoine,StAntoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/zellar-residuals-management-area,Manistique,No,2021/03/22 00:00:00+00,NA,NA,NA
26099,-82.886825,42.612547,Axalta Coating Systems,Macomb County,400 North Groesbeck Highway,Mount Clemens,48043,Fire Related,No,Cynthia Paslawski,PaslawskiC@Michigan.gov,586-668-6433,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/axalta-coating-systems,Mount Clemens,No,2021/03/26 00:00:00+00,NA,NA,NA
